condition,term,phenotype,age,n,n_values,mean,sd,q5,q25,q50,q75,q95
no_nvp,pregnancy_duration_term,bmi,6m,33320,20912,17.2204542043626,1.5069837501796,14.9219467401286,16.1691711521144,17.1307640899978,18.1443528625529,19.8308881620602
no_nvp,pregnancy_duration_term,bmi,8m,33320,18137,17.3491727702975,1.47499458215263,15.0819546036933,16.3265306122449,17.265306122449,18.2668546877104,19.8897859797514
no_nvp,pregnancy_duration_term,bmi,1y,33320,18129,16.9982985765683,1.38582639513756,14.8806953926761,16.0390962986701,16.9157127991675,17.8500986193294,19.3961882273571
no_nvp,pregnancy_duration_term,bmi,16m,33320,13497,16.7644565616311,1.36845743427908,14.6514047866805,15.8366303716884,16.6966518125507,17.6145131544281,19.120191870353
no_nvp,pregnancy_duration_term,bmi,2y,33320,13480,16.5041797073665,1.42151071496167,14.2998499792524,15.555751671088,16.4204633582519,17.3788886490909,18.9370029036738
no_nvp,pregnancy_duration_term,bmi,3y,33320,13681,16.13542413379,1.49292532438389,13.8683431952663,15.149602322939,16.038187380687,17.0049952173451,18.6736079674061
no_nvp,pregnancy_duration_term,bmi,5y,33320,11238,15.5932122679025,1.5861033826415,13.2880661693936,14.5747599451303,15.4409652398736,16.5079365079365,18.3354591836735
no_nvp,pregnancy_duration_term,bmi,7y,33320,11678,15.8230109244857,1.84568124351956,13.3187623796189,14.6164879448125,15.5872077398549,16.7712467627355,19.2043895747599
no_nvp,pregnancy_duration_term,bmi,8y,33320,8789,16.2212705263613,2.0293572881423,13.427734375,14.8780003967467,15.9493944636678,17.3010380622837,19.9086822562836
no_nvp,pregnancy_duration_preterm,length,birth,2659,2018,45.9448355735038,2.87458583246372,41,44,46,48,50
no_nvp,pregnancy_duration_preterm,length,6w,2659,976,52.4073265249449,3.04788405564536,47,50.5,53,54.5,57
no_nvp,pregnancy_duration_preterm,length,3m,2659,1464,58.0183927452404,3.20285492786085,52,56,58.5,60,63
no_nvp,pregnancy_duration_preterm,length,6m,2659,1533,65.0212562440023,3.08856199178649,59.5,63,65,67,69.8762449554405
no_nvp,pregnancy_duration_preterm,length,8m,2659,1293,69.2034170378649,3.0375755318135,64,67.053760475725,69.1,71,74
no_nvp,pregnancy_duration_preterm,length,1y,2659,1295,74.8146437439702,2.92004705638019,70,73,75,77,79.5
no_nvp,pregnancy_duration_preterm,length,16m,2659,969,79.2991999400316,3.15736461090372,74.4246875844962,77,79.2437298794639,81.5,84.7132927941623
no_nvp,pregnancy_duration_preterm,length,2y,2659,988,87.3097646116712,3.73593473830201,81.4400232116419,85,87.2382525006267,90,93
no_nvp,pregnancy_duration_preterm,length,3y,2659,1020,95.4996211501603,4.17575559373901,89,92.4221229477468,95.5325283161027,98,102
no_nvp,pregnancy_duration_preterm,length,5y,2659,803,111.717885433429,5.0267245044846,104,108.511423002591,112,115,120
no_nvp,pregnancy_duration_preterm,length,7y,2659,878,124.884673117808,5.57362226030699,116,121,125,128,134
no_nvp,pregnancy_duration_preterm,length,8y,2659,659,130.979508842273,6.18068497046029,121,127,131,135,140
no_nvp,pregnancy_duration_preterm,weight,birth,2659,2499,2.41047979191677,0.641951194531738,1.26,1995,2.46,2.84,3.4
no_nvp,pregnancy_duration_preterm,weight,6w,2659,1331,3.76434535950456,0.839737494289934,2355,3205,3815,4.33,5105
no_nvp,pregnancy_duration_preterm,weight,3m,2659,1551,5.33735676290893,1.01417755617384,3.5025,4.73,5.42,5.99,6.97
no_nvp,pregnancy_duration_preterm,weight,6m,2659,1554,7.15084688563063,1.07655962875649,5.42475,6.45625,7155,7.82,8.97025
no_nvp,pregnancy_duration_preterm,weight,8m,2659,1329,8.22956876794158,1.13576615999678,6.5,7.44,8.18820179623505,8.96,10.17
no_nvp,pregnancy_duration_preterm,weight,1y,2659,1326,9.48419322039904,1.19244101292323,7.6125,8.66,9.4275,10.24,11.4770323546492
no_nvp,pregnancy_duration_preterm,weight,16m,2659,1018,10.486098201674,1.30862930830183,8.43892156963161,9.58333789334759,10.4523420357455,11.3191124501754,12.7617572183698
no_nvp,pregnancy_duration_preterm,weight,2y,2659,1016,12.4489340274305,1.63619952587072,9.8575,11.3294099331719,12.3982950256051,13.5761486009925,15.0755589035569
no_nvp,pregnancy_duration_preterm,weight,3y,2659,1055,14.5261637439124,1.9422549890343,11.5,13.1,14.5,15.75,17.8280881071161
no_nvp,pregnancy_duration_preterm,weight,5y,2659,808,19.2963888479197,2.81395875050651,15,17.5,19,21,24
no_nvp,pregnancy_duration_preterm,weight,7y,2659,859,24.5033416541834,4.16780476329534,18.38,21.5544558508916,24,27,32.01
no_nvp,pregnancy_duration_preterm,weight,8y,2659,647,27.6434034327217,5.20852417333053,20.33,24,27,30.5,36.87
no_nvp,pregnancy_duration_preterm,bmi,birth,2659,2011,11.8240700284128,1.6535360558548,9.06129164187983,10.7469008264463,11.8832050701675,12.8977963326236,14.4615265963033
no_nvp,pregnancy_duration_preterm,bmi,6w,2659,958,14.0738304263188,1.64346395968981,11.4565427424901,12.9328188494308,14.0667273547745,15.1984069330395,16.8479992789213
no_nvp,pregnancy_duration_preterm,bmi,3m,2659,1462,16.0270333262662,1.63259530508005,13.3296371532152,14.8804753100925,16.0300068587106,17.063033783249,18.7372973453138
no_nvp,pregnancy_duration_preterm,bmi,6m,2659,1531,16.9081960305213,1.58608809432155,14.4595506965745,15.8145115291939,16.8685121107266,17.8592052857787,19.7205242310137
no_nvp,pregnancy_duration_preterm,bmi,8m,2659,1292,17.1550924399901,1.56866722278189,14.726392276356,16.0398625274244,17.035935290102,18.0881407321115,19.9221541799974
no_nvp,pregnancy_duration_preterm,bmi,1y,2659,1292,16.9240673592769,1.45783141582089,14.7656204423073,15.9051484967275,16.8184597973299,17.8762726776526,19.4747113195702
no_nvp,pregnancy_duration_preterm,bmi,16m,2659,966,16.6534207230625,1.4184550433475,14.4375560967755,15.7054952729844,16.5525588603249,17.5971757536127,19.1039234237162
no_nvp,pregnancy_duration_preterm,bmi,2y,2659,979,16.2926164910197,1.48732906184477,14.0282430619307,15.2678418374786,16.2131519274376,17.2839506172839,18.7519062665428
no_nvp,pregnancy_duration_preterm,bmi,3y,2659,1012,15.9111628010508,1.58621414837209,13.3916161923064,14.8148148148148,15.8520801183436,16.8959065154038,18.4835915257112
no_nvp,pregnancy_duration_preterm,bmi,5y,2659,789,15.4259879034202,1.57458875844893,13.1814755861022,14.3636885952313,15.2348394768133,16.2570888468809,18.4815628295279
no_nvp,pregnancy_duration_preterm,bmi,7y,2659,836,15.661021025519,1.95994066040612,13.0023712464632,14.2971666666667,15.4483111207937,16.7075072399198,19.4990688349298
no_nvp,pregnancy_duration_preterm,bmi,8y,2659,630,16.0563783842649,2.2396039328209,12.9892137774008,14.5164239697241,15.6429490661225,17.2358090433276,20.402276638177
nvp,pregnancy_duration_term,length,birth,64705,62541,50.4935429883325,1.98295157053732,47,49,50,52,54
nvp,pregnancy_duration_term,length,6w,64705,38417,56.8906494370474,2.25065935792079,53,55.5,57,58.5,60.5
nvp,pregnancy_duration_term,length,3m,64705,53373,62.0748586778849,2.3571769693542,58,60.5,62,63.5,66
nvp,pregnancy_duration_term,length,6m,64705,54000,67.8362899095008,2.47426679440685,64,66,68,69.5,72
nvp,pregnancy_duration_term,length,8m,64705,47459,71.3302980324728,2.62264195515756,67,69.5,71.2,73,75.6044766157008
nvp,pregnancy_duration_term,length,1y,64705,47402,76.4378594003044,2.70405644065366,72,74.5,76.5,78,81
nvp,pregnancy_duration_term,length,16m,64705,36160,80.6751706141286,3.00446990951677,76,78.6672373877167,80.536472967095,82.569878379791,85.6755805607678
nvp,pregnancy_duration_term,length,2y,64705,36075,88.5682577264031,3.49743067476369,83,86.196809831864,88.5,91,94.1506974288947
nvp,pregnancy_duration_term,length,3y,64705,36963,96.5663704259191,3.87937267804319,90,94,96.8232746110182,99,103
nvp,pregnancy_duration_term,length,5y,64705,30271,112.97828974133,4.993364674667,105,110,113,116,121
nvp,pregnancy_duration_term,length,7y,64705,31550,125.935088049432,5.45585996650289,117,122,126,130,135
nvp,pregnancy_duration_term,length,8y,64705,24351,132.202757550593,5.68209895994255,123,128,132,136,142
nvp,pregnancy_duration_term,weight,birth,64705,64615,3.63304508663574,0.48702929961191,2.85,3.31,3.62,3.95,4.45
nvp,pregnancy_duration_term,weight,6w,64705,48757,5.04065985266253,0.668618210562933,3.96,4.59,5.03,5.48,6.16
nvp,pregnancy_duration_term,weight,3m,64705,54298,6.39627350714932,0.798236768128498,5.16,5.85,6.36,6.9,7.77
nvp,pregnancy_duration_term,weight,6m,64705,54245,7.92892123763199,0.938793477158553,6.5,7.27,7.87,8515,9565
nvp,pregnancy_duration_term,weight,8m,64705,47676,8.8275473158457,1.02561088375975,7255,8.11113516069941,8.76916916761084,9475,10.6
nvp,pregnancy_duration_term,weight,1y,64705,47556,9.92795367649863,1.11079256650811,8.22,9.16,9.87,10.63,11.85
nvp,pregnancy_duration_term,weight,16m,64705,36291,10.9030476950711,1.22637683833325,9.00573410961183,10.05,10.8313911338004,11.6747613338481,13.0088523384177
nvp,pregnancy_duration_term,weight,2y,64705,36096,12.9387365119691,1.51676475307348,10.5954507408099,11.98,12.9,13.9267448166875,15.5040073553016
nvp,pregnancy_duration_term,weight,3y,64705,37308,15.0541776070585,1.82173609626231,12.1473323386851,14,15,16,18.08
nvp,pregnancy_duration_term,weight,5y,64705,29933,19.9547933478867,2.77028661735734,16,18,19.9,21.5,25
nvp,pregnancy_duration_term,weight,7y,64705,30833,25.1622590580562,4.02788474258126,20,22.4,24.9,27.3,32.5
nvp,pregnancy_duration_term,weight,8y,64705,23539,28.4681687777401,4.81340566142474,22,25,28,31,37.2099999999999
nvp,pregnancy_duration_term,bmi,birth,64705,62491,14.2210436903735,1.28965839600825,12.1597633136095,13.3680555555556,14.2,15.051775147929,16.3783160322953
nvp,pregnancy_duration_term,bmi,6w,64705,38273,15.6371636422366,1.41758843863652,13.3450255102041,14.6776859504132,15.6111111111111,16.5539337842649,18.0059123891427
nvp,pregnancy_duration_term,bmi,3m,64705,53335,16.5789343334651,1.49369264918364,14.2788006503338,15.5517578125,16.4982164090369,17.5276629935721,19.1520214352389
nvp,pregnancy_duration_term,bmi,6m,64705,53975,17.2011206535546,1.50757213861361,14.9169310556796,16.1576562915208,17.0958688638787,18.1359169153554,19.8409828072893
nvp,pregnancy_duration_term,bmi,8m,64705,47172,17.3226349816382,1.47598889073526,15.0677764565993,16.3076923076923,17.2288637030607,18.2432432432432,19.8922928828232
nvp,pregnancy_duration_term,bmi,1y,64705,47096,16.9662508262321,1.37734169827595,14.8373615720115,16.0168769524119,16.8888888888889,17.8323720328849,19.3386426592798
nvp,pregnancy_duration_term,bmi,16m,64705,35534,16.7282347683428,1.34673694926355,14.646433745642,15.8174124039756,16.6660236873577,17.5770686857761,19.0073685029235
nvp,pregnancy_duration_term,bmi,2y,64705,35321,16.4717299025399,1.40185267635373,14.3023824758177,15.5428571428571,16.4101403349932,17.3333333333333,18.844467068682
nvp,pregnancy_duration_term,bmi,3y,64705,36050,16.1282537534677,1.49386020197721,13.8683431952663,15.149602322939,16.0349854227405,17,18.6736079674061
nvp,pregnancy_duration_term,bmi,5y,64705,29229,15.601264754472,1.56401172332198,13.2887517146776,14.5922669847997,15.4545454545455,16.5182418845159,18.2827955766892
nvp,pregnancy_duration_term,bmi,7y,64705,30150,15.818474286212,1.85581710012458,13.2662617596466,14.6102710205274,15.5872077398549,16.78466796875,19.2
nvp,pregnancy_duration_term,bmi,8y,64705,23006,16.2306919898342,2.02445194178328,13.437248051599,14.86799706032,15.9763313609467,17.3010380622837,19.9537912203319
nvp,pregnancy_duration_preterm,length,birth,4661,3577,46.0106234274532,2.83975435286357,41,44,46,48,50
nvp,pregnancy_duration_preterm,length,6w,4661,2201,52.378787736186,3.07088954475243,47,50.5,52.5,54.5,57
nvp,pregnancy_duration_preterm,length,3m,4661,3273,58.0476392250108,3.05090589366892,52.5,56,58,60,62.5
nvp,pregnancy_duration_preterm,length,6m,4661,3450,65.0271585564397,3.1029925662434,60,63,65,67,70
nvp,pregnancy_duration_preterm,length,8m,4661,3039,69.0721313539582,3.1573743179077,64,67,69,71,74
nvp,pregnancy_duration_preterm,length,1y,4661,3043,74.7272942382029,3.02101091329819,70,73,75,77,79.5
nvp,pregnancy_duration_preterm,length,16m,4661,2319,79.2932258672288,3.21820791551891,74,77.0712354372641,79.3975001153897,81.5,84.1178246391289
nvp,pregnancy_duration_preterm,length,2y,4661,2358,87.2993908249432,3.73664977917695,81,85,87.3146119513003,89.9652463055701,93
nvp,pregnancy_duration_preterm,length,3y,4661,2426,95.3643801529468,4.12751188604385,88.8150310296681,92.5,95.4952664615178,98,102
nvp,pregnancy_duration_preterm,length,5y,4661,1925,111.743438945857,5.31263305693386,103,108.027742541696,111.791667505621,115,120
nvp,pregnancy_duration_preterm,length,7y,4661,2099,124.874923189652,5.7290947342667,116,121,125,128,135
nvp,pregnancy_duration_preterm,length,8y,4661,1625,131.22145038872,5.94754548798265,122,128,131,135,141
nvp,pregnancy_duration_preterm,weight,birth,4661,4397,2.43552444848761,0.633569803753932,1.29,2033,2.47,2.85,3.45
nvp,pregnancy_duration_preterm,weight,6w,4661,3076,3.79127152436642,0.855797971405953,2365,3.2,3.8,4372,5165
nvp,pregnancy_duration_preterm,weight,3m,4661,3496,5.33462711321451,1.00306865005364,3.52,4745,5.3625,6,6.91
nvp,pregnancy_duration_preterm,weight,6m,4661,3509,7.13747542639028,1.09270775546422,5427,6435,7.1,7.82,8968
nvp,pregnancy_duration_preterm,weight,8m,4661,3089,8.18339018551329,1.17526179702534,6344,7425,8125,8.91742800179783,10.1692029097084
nvp,pregnancy_duration_preterm,weight,1y,4661,3080,9.46207927938854,1.22824866479466,7.62,8.65302907440672,9.4025,10.23,11.56525
nvp,pregnancy_duration_preterm,weight,16m,4661,2372,10.4656541506761,1.30951159958205,8.40595205030896,9.56776333412894,10.4321620408029,11.3,12.645926553225
nvp,pregnancy_duration_preterm,weight,2y,4661,2391,12.4002692336386,1.6156284093077,9.90725767728308,11.2895381780616,12.34,13.4164467746034,15.0895327146455
nvp,pregnancy_duration_preterm,weight,3y,4661,2465,14.4950915387408,1.91813038292794,11.5013083529919,13.1261755485893,14.5,15.5221000309489,18
nvp,pregnancy_duration_preterm,weight,5y,4661,1925,19.2935311144769,2.96865155015526,15,17.2,19,21,24.5
nvp,pregnancy_duration_preterm,weight,7y,4661,2057,24.4519481825964,4.26214450890663,19,21.5,24,26.5,32.04
nvp,pregnancy_duration_preterm,weight,8y,4661,1587,27.8740846007836,5.20306617444812,21,24.2,27,30.5,38
nvp,pregnancy_duration_preterm,bmi,birth,4661,3566,11.8777017002652,1.64601137068063,9.09090909090909,10.8323506529946,11.9047619047619,12.9382716049383,14.5288762455468
nvp,pregnancy_duration_preterm,bmi,6w,4661,2180,14.1975294071318,1.658497630483,11.4688968538431,13.0654417438272,14.2043431826273,15.3057851239669,16.9927404763069
nvp,pregnancy_duration_preterm,bmi,3m,4661,3270,16.0350675929667,1.64334453386029,13.4915854628337,14.9422234620635,16.0199359202563,17.1127269309017,18.7833244946384
nvp,pregnancy_duration_preterm,bmi,6m,4661,3447,16.882441303846,1.58565076680618,14.4617642123888,15.7640709566588,16.7784760963209,17.8577696738351,19.6891010273377
nvp,pregnancy_duration_preterm,bmi,8m,4661,3025,17.127395874116,1.58633264554738,14.7095124752101,16.0236686390533,17.0601262248177,18.110832702057,19.8526480733545
nvp,pregnancy_duration_preterm,bmi,1y,4661,3031,16.9200173686589,1.47953738091957,14.6609066795355,15.9100634494711,16.8306327160494,17.8592195064551,19.4358186388692
nvp,pregnancy_duration_preterm,bmi,16m,4661,2293,16.631505859,1.39616148204035,14.4685548907388,15.6917574421108,16.5895061728395,17.5096610923019,18.9941880871773
nvp,pregnancy_duration_preterm,bmi,2y,4661,2326,16.2403552898186,1.44073699512899,14.0672795472944,15.2765512734595,16.1844094540748,17.1516884639378,18.653246277965
nvp,pregnancy_duration_preterm,bmi,3y,4661,2374,15.9018525213659,1.48603048086799,13.6391447158432,14.9369458581234,15.84427342689,16.7219086864344,18.4089414858646
nvp,pregnancy_duration_preterm,bmi,5y,4661,1876,15.3773697049475,1.55649736742518,13.1373281698806,14.3494897959184,15.2499350623436,16.2417908339807,18.1556716375089
nvp,pregnancy_duration_preterm,bmi,7y,4661,2008,15.5947012087716,1.92517329255245,13.0326169260339,14.2983119173595,15.3162467034421,16.5842872008325,19.214693728029
nvp,pregnancy_duration_preterm,bmi,8y,4661,1555,16.1087231777762,2.20402046546804,13.1907590176749,14.6625803737756,15.8100316200632,17.1668988308391,20.2957321028995
nvp_0w_4w,pregnancy_duration_term,length,birth,20049,19440,50.5030637315969,1.99602186643045,47,49,50,52,54
nvp_0w_4w,pregnancy_duration_term,length,6w,20049,11558,56.8668697688459,2.25620038843735,53,55.5,57,58.3,60.5
nvp_0w_4w,pregnancy_duration_term,length,3m,20049,16009,62.0358899011427,2.39178241232513,58,60.5,62,63.5,66
nvp_0w_4w,pregnancy_duration_term,length,6m,20049,16204,67.79296522122,2.50161046962235,64,66,68,69.5,72
nvp_0w_4w,pregnancy_duration_term,length,8m,20049,13923,71.2854931913653,2.66108284855003,67,69.5,71,73,75.7996127863329
nvp_0w_4w,pregnancy_duration_term,length,1y,20049,13901,76.389815512625,2.75807049052966,72,74.5,76.5,78,81
nvp_0w_4w,pregnancy_duration_term,length,16m,20049,10390,80.6772458528146,3.03943817875712,75.9660657395107,78.6505636313611,80.5498987687151,82.6255229978342,85.9294042500269
nvp_0w_4w,pregnancy_duration_term,length,2y,20049,10363,88.5640065661578,3.58382115140452,82.9283002059845,86.0743374281463,88.5,91,94.5
nvp_0w_4w,pregnancy_duration_term,length,3y,20049,10653,96.5926180577244,3.99107206486437,90,94,96.8816599513696,99,103
nvp_0w_4w,pregnancy_duration_term,length,5y,20049,8759,113.053300813354,5.09072461850669,105,110,113,116,121.579690825209
nvp_0w_4w,pregnancy_duration_term,length,7y,20049,9117,125.969150498429,5.5778941032822,117,122,126,130,135
nvp_0w_4w,pregnancy_duration_term,length,8y,20049,7099,132.200424162527,5.72302980637183,123,128,132,136,142
nvp_0w_4w,pregnancy_duration_term,weight,birth,20049,20025,3.63883845136935,0.487768184058735,2.86,3.32,3.63,3954,4.45
nvp_0w_4w,pregnancy_duration_term,weight,6w,20049,14575,5.03470787321041,0.67620460480189,3.9235,4588,5025,5475,6.17
nvp_0w_4w,pregnancy_duration_term,weight,3m,20049,16306,6.38922535816794,0.80818620661542,5.13,5.83,6355,6.9,7.78
nvp_0w_4w,pregnancy_duration_term,weight,6m,20049,16288,7.9219518451128,0.94942388166285,6.48,7.26,7865,8.51,9.58
nvp_0w_4w,pregnancy_duration_term,weight,8m,20049,13979,8.82182590518734,1.04043331597097,7.22493583691962,8.1,8.75572321892113,9475,10.64
nvp_0w_4w,pregnancy_duration_term,weight,1y,20049,13945,9.92546387575017,1.13261887054968,8.2,9.13858568830974,9.86,10.65,11.8933000480454
nvp_0w_4w,pregnancy_duration_term,weight,16m,20049,10464,10.9114651021073,1.26235544775165,9.00573264211257,10.02,10.82,11.7,13.0994409123278
nvp_0w_4w,pregnancy_duration_term,weight,2y,20049,10409,12.9391012902409,1.56229514876314,10.5,11.9225060786826,12.9,14,15.6
nvp_0w_4w,pregnancy_duration_term,weight,3y,20049,10783,15.0727059425904,1.88959977321924,12,14,15,16,18.3
nvp_0w_4w,pregnancy_duration_term,weight,5y,20049,8696,20.013264874942,2.87324251029571,16,18,19.992207368266,21.6,25
nvp_0w_4w,pregnancy_duration_term,weight,7y,20049,8911,25.2685658627468,4.17988718590106,19.95,22.4,25,27.5,33
nvp_0w_4w,pregnancy_duration_term,weight,8y,20049,6853,28.6203671893284,5.00785216416109,22,25,28,31,38
nvp_0w_4w,pregnancy_duration_term,bmi,birth,20049,19426,14.2378663938803,1.28215574545132,12.1751512993948,13.3838071833648,14.2172915628337,15.0756143667297,16.3588256653424
nvp_0w_4w,pregnancy_duration_term,bmi,6w,20049,11495,15.6441755914536,1.43433469524834,13.324567170721,14.6788990825688,15625,16.5620701356506,18.0338464798753
nvp_0w_4w,pregnancy_duration_term,bmi,3m,20049,15996,16.5796313895457,1.50470816030731,14.273116654069,15.5417814508724,16.5,17.535903250189,19.1727367325702
nvp_0w_4w,pregnancy_duration_term,bmi,6m,20049,16196,17.2060394508429,1.51767384553193,14.9141670784525,16.1505903319225,17.1019700064102,18.1532049951855,19.8700302623103
nvp_0w_4w,pregnancy_duration_term,bmi,8m,20049,13820,17.3317493260848,1.4937984103733,15.051923854933,16.3027242398449,17.2340506420704,18.2653131316547,19.9233561327105
nvp_0w_4w,pregnancy_duration_term,bmi,1y,20049,13794,16.9823919063897,1.40293074974376,14.84375,16.0166024150703,16.9043422528441,17.8497035731453,19.3940135776541
nvp_0w_4w,pregnancy_duration_term,bmi,16m,20049,10208,16.7347039665191,1.38028817195926,14.6177207129177,15.8019290470071,16.6683270375205,17.5782301428474,19.0924851190476
nvp_0w_4w,pregnancy_duration_term,bmi,2y,20049,10143,16.4714524623547,1.44350019230138,14.2268317869283,15.5182186563608,16.3997933884298,17.3508734470192,18.9262431039334
nvp_0w_4w,pregnancy_duration_term,bmi,3y,20049,10372,16.1378179106798,1.54714665775046,13.7854442820364,15.1094859447509,16.0484642363694,17.0063645030792,18.7545799968147
nvp_0w_4w,pregnancy_duration_term,bmi,5y,20049,8456,15.6281226443013,1.6543721556039,13.2231404958678,14.5833333333333,15.4657167127406,16.5289256198347,18.4565040386261
nvp_0w_4w,pregnancy_duration_term,bmi,7y,20049,8681,15.8808902580677,1.95332885352863,13.2001836547291,14.6331945889698,15.6106519742883,16.8987821222539,19.4364000891067
nvp_0w_4w,pregnancy_duration_term,bmi,8y,20049,6688,16.311317128895,2.11114904307666,13.4286239229129,14.9112426035503,16,17.3860005434681,20.246150567425
nvp_0w_4w,pregnancy_duration_preterm,length,birth,1482,1148,46.0644599303136,2.88174816850389,41,44,46,48,50
nvp_0w_4w,pregnancy_duration_preterm,length,6w,1482,664,52.5225629357476,3.04897502931344,47,50575,52.75,55,57
nvp_0w_4w,pregnancy_duration_preterm,length,3m,1482,994,58.1542454504752,3.04483631034371,52.5,56275,58.1,60,63
nvp_0w_4w,pregnancy_duration_preterm,length,6m,1482,1047,65.0749989196884,3.08475819567306,59.5006144736842,63,65,67,70
nvp_0w_4w,pregnancy_duration_preterm,length,8m,1482,911,69.092037921476,3.27961584183049,63.35,67,69,71,74.2615281253742
nvp_0w_4w,pregnancy_duration_preterm,length,1y,1482,911,74.7129698560919,3.21798708513624,69.55,72.8797747211671,74.619371696658,77,80
nvp_0w_4w,pregnancy_duration_preterm,length,16m,1482,689,79.1287114430107,3.4039313128566,73.5,77,79,81.4603039715821,84.4767267666491
nvp_0w_4w,pregnancy_duration_preterm,length,2y,1482,702,87.0830476932783,3.91585733152296,80.5,84.5,87,89.5,93
nvp_0w_4w,pregnancy_duration_preterm,length,3y,1482,715,95.1735329759282,4.32112425784192,88.5,92,95,98,102
nvp_0w_4w,pregnancy_duration_preterm,length,5y,1482,579,111.373072006958,5.51501957653028,103,108,111,115,120
nvp_0w_4w,pregnancy_duration_preterm,length,7y,1482,619,124.688007159746,5.96037847058782,115,120,125,128,135
nvp_0w_4w,pregnancy_duration_preterm,length,8y,1482,494,131.19158484249,6.21704347315532,122,127,130.5,135,142
nvp_0w_4w,pregnancy_duration_preterm,weight,birth,1482,1411,2.45590999291283,0.656000699256406,1252,2.0575,2.48,2.88,3.52
nvp_0w_4w,pregnancy_duration_preterm,weight,6w,1482,926,3.80017062634989,0.86012260536541,2.3925,3.24,3.7825,4.36,5.25
nvp_0w_4w,pregnancy_duration_preterm,weight,3m,1482,1060,5.35248158666128,0.99561174235657,3.58,4.7875,5.36,6.02125,6.87125
nvp_0w_4w,pregnancy_duration_preterm,weight,6m,1482,1064,7.14905051558746,1.07842917897874,5.5215,6.4,7.0775,7.82125,8.93
nvp_0w_4w,pregnancy_duration_preterm,weight,8m,1482,927,8.21560326703341,1.22306050615196,6.3225,7.4275,8.12,8975,10.33
nvp_0w_4w,pregnancy_duration_preterm,weight,1y,1482,922,9.47671339232068,1.28923260036421,7.5905,8.6325,9.38,10.25,11.78475
nvp_0w_4w,pregnancy_duration_preterm,weight,16m,1482,712,10.4132292017609,1.40364414684598,8.25621709027173,9.46688689770844,10.3359788706302,11.1890845836121,12.811152787596
nvp_0w_4w,pregnancy_duration_preterm,weight,2y,1482,722,12.2848235111129,1.68369479869077,9.70140506609166,11.1,12.1022668411627,13.4,15.3416278702262
nvp_0w_4w,pregnancy_duration_preterm,weight,3y,1482,731,14.3945140539898,1.96970246778702,11.5,13,14.2377556790177,15.493473081942,18
nvp_0w_4w,pregnancy_duration_preterm,weight,5y,1482,581,19.253225427759,3.19807683517391,15,17,19,20.8,25
nvp_0w_4w,pregnancy_duration_preterm,weight,7y,1482,603,24.5789788872248,4.88107125990308,18.5,21.5,23.7,27,33.57
nvp_0w_4w,pregnancy_duration_preterm,weight,8y,1482,485,28.0935604504727,5.63258820259351,21,24.5,27,30.5,40
nvp_0w_4w,pregnancy_duration_preterm,bmi,birth,1482,1145,11.9754239056514,1.74333560699576,9.20200525969757,10.8444444444444,11.9574652777778,13.0773391022174,14.885500768935
nvp_0w_4w,pregnancy_duration_preterm,bmi,6w,1482,655,14.2328804631539,1.65547565316002,11.5765632880192,13.1312425364623,14.2043431826273,15.3187989964734,16.9693396226415
nvp_0w_4w,pregnancy_duration_preterm,bmi,3m,1482,992,16.0277568639348,1.6482122147631,13.501773180048,14.9111430521787,15.9956485812342,17.0920642335412,18.7899499134958
nvp_0w_4w,pregnancy_duration_preterm,bmi,6m,1482,1047,16.8728229500364,1.60720220933568,14.4869225440946,15.7433540679919,16.7297839162397,17.7986297373109,19.8008946192001
nvp_0w_4w,pregnancy_duration_preterm,bmi,8m,1482,906,17.1565531272883,1.60233904342909,14.8141960182504,16.0262626429305,17.0768518380149,18.1017060425414,20.0407408949646
nvp_0w_4w,pregnancy_duration_preterm,bmi,1y,1482,905,16.9414938451641,1.51520426187177,14.7783923577572,15.909193279582,16.7652859960552,17.9119581716984,19.5980104642952
nvp_0w_4w,pregnancy_duration_preterm,bmi,16m,1482,682,16.6470111402,1.46802308559055,14.4853226440832,15.6433619744505,16.5030544965625,17.5345433266147,19.1847024735739
nvp_0w_4w,pregnancy_duration_preterm,bmi,2y,1482,695,16.1731583407231,1.45697357331657,13.8698521284931,15.204153561597,16.15691596788,17.0898658954323,18.7219052115209
nvp_0w_4w,pregnancy_duration_preterm,bmi,3y,1482,704,15.8702921608278,1.51426236622974,13.5995418575594,14.852374092626,15.7808357530615,16.6873541925462,18.6377984765552
nvp_0w_4w,pregnancy_duration_preterm,bmi,5y,1482,565,15.3846786221883,1.62983345529524,12.9399832955495,14.3494897959184,15.2892561983471,16.2417908339807,18.3942819558634
nvp_0w_4w,pregnancy_duration_preterm,bmi,7y,1482,587,15.687648623201,2.13633290170276,12.8866231033255,14.2390218436392,15.3407845715538,16.6718487949196,20.1193015602599
nvp_0w_4w,pregnancy_duration_preterm,bmi,8y,1482,475,16.2363297963888,2.38069466784754,13.1485020509775,14.788449704142,15.9664355224055,17.2556982331281,20.6343787527322
nvp_5w_8w,pregnancy_duration_term,length,birth,52565,50814,50.5146286529168,1.982029728538,47,49,50,52,54
nvp_5w_8w,pregnancy_duration_term,length,6w,52565,31466,56.9151310923555,2.24222374944113,53,55.5,57,58.5,60.5
nvp_5w_8w,pregnancy_duration_term,length,3m,52565,43609,62.100689422312,2.34861315013169,58,60.5,62,63.7,66
