condition,term,phenotype,age,n,n_values,mean,sd,q5,q25,q50,q75,q95
nvp_5w_8w,pregnancy_duration_term,length,6m,52565,44111,67.8506856644797,2.46914525780472,64,66,68,69.5,72
nvp_5w_8w,pregnancy_duration_term,length,8m,52565,38848,71.3532383070278,2.62009702001501,67,69.5,71.2550009825465,73,75.7036647266937
nvp_5w_8w,pregnancy_duration_term,length,1y,52565,38805,76.4519931187206,2.70353922815572,72,74.5,76.5,78,81
nvp_5w_8w,pregnancy_duration_term,length,16m,52565,29821,80.6935287894695,2.99850709449824,76,78.7143431817787,80.5739275595735,82.5811391507044,85.8
nvp_5w_8w,pregnancy_duration_term,length,2y,52565,29745,88.5884888261565,3.49355351281887,83,86.2451196172249,88.5,91,94.2326341460901
nvp_5w_8w,pregnancy_duration_term,length,3y,52565,30483,96.5795768696823,3.86733346049637,90,94,96.8704844006568,99,103
nvp_5w_8w,pregnancy_duration_term,length,5y,52565,25121,112.97046803504,4.96866472105506,105,110,113,116,121
nvp_5w_8w,pregnancy_duration_term,length,7y,52565,26019,125.954870448733,5.42768281706106,117,122,126,130,135
nvp_5w_8w,pregnancy_duration_term,length,8y,52565,20219,132.217109695016,5.65841366690165,123,128,132,136,142
nvp_5w_8w,pregnancy_duration_term,weight,birth,52565,52495,3.63828116430916,0.48615004356615,2.86,3.31,3.63,3.95,4.45
nvp_5w_8w,pregnancy_duration_term,weight,6w,52565,39925,5.0497485463179,0.666290667605134,3.98,4.6,5035,5.49,6.17
nvp_5w_8w,pregnancy_duration_term,weight,3m,52565,44358,6.40314556893193,0.796025139344353,5.17,5855,6.37,6.9,7.77
nvp_5w_8w,pregnancy_duration_term,weight,6m,52565,44315,7.93269274527918,0.937278876861055,6.5,7.27893789216442,7.88,8515,9565
nvp_5w_8w,pregnancy_duration_term,weight,8m,52565,39015,8.83245541619318,1.02552907347741,7.26,8.11950245319343,8.77,9.48,10.6
nvp_5w_8w,pregnancy_duration_term,weight,1y,52565,38929,9.93109286700554,1.11019050067065,8.2204216865639,9.16,9.88,10635,11.86
nvp_5w_8w,pregnancy_duration_term,weight,16m,52565,29906,10.9115953329084,1.22672800177072,9.02158557258824,10.0587490267056,10.8457956383428,11.6826384230417,13.02
nvp_5w_8w,pregnancy_duration_term,weight,2y,52565,29726,12.9520741150156,1.51483610146355,10.6,11.9914309186709,12.9020660841396,13.9454268377818,15.5504888802718
nvp_5w_8w,pregnancy_duration_term,weight,3y,52565,30703,15.0627999079217,1.81516094173739,12.2,14,15,16,18.0900228712098
nvp_5w_8w,pregnancy_duration_term,weight,5y,52565,24836,19.9521267851099,2.74782219824731,16,18,19.9,21.5,25
nvp_5w_8w,pregnancy_duration_term,weight,7y,52565,25412,25.163550412907,3.98542767354642,20,22.4,25,27.2,32.5
nvp_5w_8w,pregnancy_duration_term,weight,8y,52565,19540,28.4773562683105,4.76968333886372,22,25,28,31,37
nvp_5w_8w,pregnancy_duration_term,bmi,birth,52565,50775,14.2292874262159,1.28841669443895,12.161599333611,13.3694294044148,14.2,15.0603915035402,16.396694214876
nvp_5w_8w,pregnancy_duration_term,bmi,6w,52565,31351,15.6466009675883,1.4169366123918,13.3723250436988,14.6848989298454,15.6198347107438,16.5619834710744,18.0120086771622
nvp_5w_8w,pregnancy_duration_term,bmi,3m,52565,43581,16.5830616828929,1.4904302756283,14.2972319269014,15.5567117585848,16.5009406073636,17.5251232639542,19.1484001007811
nvp_5w_8w,pregnancy_duration_term,bmi,6m,52565,44092,17.2016686588623,1.50387595481861,14.9221453287197,16.1616161616162,17.0973936899863,18.1336564429622,19.841035253458
nvp_5w_8w,pregnancy_duration_term,bmi,8m,52565,38612,17.3210108117698,1.47450281061226,15.0677958258133,16.3088895588708,17.2247813260183,18.2398198536311,19.8842384335583
nvp_5w_8w,pregnancy_duration_term,bmi,1y,52565,38554,16.9654281905732,1.37482869223852,14.843310189529,16.0168769524119,16.8883191796186,17.8321628193481,19.3293816764762
nvp_5w_8w,pregnancy_duration_term,bmi,16m,52565,29305,16.7336274216717,1.34335973222271,14.660675322995,15.8229515600888,16.6666666666667,17.5770686857761,19.0188037156994
nvp_5w_8w,pregnancy_duration_term,bmi,2y,52565,29117,16.4818815254102,1.39969762669021,14.320987654321,15.5494228741124,16.4120691831839,17.3430454387791,18.8468560967789
nvp_5w_8w,pregnancy_duration_term,bmi,3y,52565,29720,16.13400199653,1.4882581151511,13.8744363510232,15.1555515193977,16.0484642363694,17,18.6672967863894
nvp_5w_8w,pregnancy_duration_term,bmi,5y,52565,24272,15.6008691648235,1.55177695037651,13.3082924001617,14.6088406561497,15.4545454545455,16.5020709348389,18.2628387756593
nvp_5w_8w,pregnancy_duration_term,bmi,7y,52565,24863,15.8143892138558,1.83401859094761,13.3104826910225,14.6164879448125,15.5936734239251,16.7548500881834,19.1684843677705
nvp_5w_8w,pregnancy_duration_term,bmi,8y,52565,19118,16.2312210323288,2.00483678070381,13.443072702332,14.8720999405116,15.9763313609467,17.3057273252869,19.8979591836735
nvp_5w_8w,pregnancy_duration_preterm,length,birth,3735,2836,46.0394922425952,2.85533486077125,41,44,46,48,50
nvp_5w_8w,pregnancy_duration_preterm,length,6w,3735,1789,52.3571334864982,3.0310345468224,47,50.5,52.5,54.5,57
nvp_5w_8w,pregnancy_duration_preterm,length,3m,3735,2640,58.0345153568249,3.06069702104145,52.5,56,58,60,62.5
nvp_5w_8w,pregnancy_duration_preterm,length,6m,3735,2772,65.0514564255948,3.09666687984776,60,63,65,67,70
nvp_5w_8w,pregnancy_duration_preterm,length,8m,3735,2431,69.0957602097722,3.17805787603826,63.5446550571334,67,69,71,74
nvp_5w_8w,pregnancy_duration_preterm,length,1y,3735,2433,74.7840423755203,3.01735967327398,70,73,75,77,79.5
nvp_5w_8w,pregnancy_duration_preterm,length,16m,3735,1872,79.3409662896024,3.21234333708713,74,77.1400200471426,79.4004491635302,81.5,84.3181545075824
nvp_5w_8w,pregnancy_duration_preterm,length,2y,3735,1900,87.3608246086799,3.72181549366469,81.0927768500753,85,87.3752189656078,90,93
nvp_5w_8w,pregnancy_duration_preterm,length,3y,3735,1965,95.4230080907023,4.12604290190298,89,92.5,95.5,98,102
nvp_5w_8w,pregnancy_duration_preterm,length,5y,3735,1572,111.851831041181,5.31270450422791,103.609993797106,108.545693595003,111.976097883652,115,120.01002718212
nvp_5w_8w,pregnancy_duration_preterm,length,7y,3735,1691,124.945310091075,5.69229343261899,116,121,125,128.955517582032,135
nvp_5w_8w,pregnancy_duration_preterm,length,8y,3735,1337,131.317558003526,5.88760987599158,122,128,131,135,141
nvp_5w_8w,pregnancy_duration_preterm,weight,birth,3735,3526,2.44033465683494,0.636056014551227,1284,2035,2.48,2.8525,3434
nvp_5w_8w,pregnancy_duration_preterm,weight,6w,3735,2480,3.79967105199642,0.842847344281025,2.38425,3.23,3.8,4.3625,5.15
nvp_5w_8w,pregnancy_duration_preterm,weight,3m,3735,2815,5.33803398314844,1.00391383236802,3.5085,4.76,5365,6,6.9291091928583
nvp_5w_8w,pregnancy_duration_preterm,weight,6m,3735,2822,7.15329879450533,1.09490827187084,5.45525,6455,7.11,7.82,8.99475
nvp_5w_8w,pregnancy_duration_preterm,weight,8m,3735,2464,8.19915335369975,1.17327085964033,6.33,7.4568254132783,8.1425,8.90397408811488,10.18
nvp_5w_8w,pregnancy_duration_preterm,weight,1y,3735,2459,9.48784437669696,1.22509465939537,7669,8.68,9.42,10.24,11.5804443871419
nvp_5w_8w,pregnancy_duration_preterm,weight,16m,3735,1904,10.4841152295121,1.2959133111826,8.50613192953218,9.6,10.435064850111,11.3,12.6490136018499
nvp_5w_8w,pregnancy_duration_preterm,weight,2y,3735,1921,12.4095225376078,1.59684637087312,10,11.3,12.355644061981,13.4562709448437,15.0077758602063
nvp_5w_8w,pregnancy_duration_preterm,weight,3y,3735,1984,14.5089283459894,1.87854098447294,11.6,13.2,14.5,15.5532409985541,18
nvp_5w_8w,pregnancy_duration_preterm,weight,5y,3735,1570,19.2903456374685,2.93180589911433,15,17.2,19,21,24.5
nvp_5w_8w,pregnancy_duration_preterm,weight,7y,3735,1664,24.4228092583078,4.22591810090732,19,21.5,24,26.5,32
nvp_5w_8w,pregnancy_duration_preterm,weight,8y,3735,1303,27.8686888767934,5.12032265172876,21,24.4,27.2,30.4,37.77
nvp_5w_8w,pregnancy_duration_preterm,bmi,birth,3735,2828,11.8994089064245,1.65704069605107,9.12239197530864,10.8374494232094,11.9357638888889,12.9888167932532,14.5384184179624
nvp_5w_8w,pregnancy_duration_preterm,bmi,6w,3735,1772,14.1836039197735,1.63308535926697,11.519367768595,13.0706985062456,14.1852929951204,15.2789826178359,16.9033053036029
nvp_5w_8w,pregnancy_duration_preterm,bmi,3m,3735,2637,16.0490078728509,1.63412085103871,13.5122338133407,14.9565708636396,16.0133136094675,17.1232376360581,18.7776355555556
nvp_5w_8w,pregnancy_duration_preterm,bmi,6m,3735,2769,16.9096493887951,1.59405274011892,14.4854309637526,15.7974300831444,16.7886085580299,17.8849480968858,19.7260080502789
nvp_5w_8w,pregnancy_duration_preterm,bmi,8m,3735,2418,17.1395339855045,1.58327770316824,14.7461467070108,16.0571978366979,17.0641187731619,18.091648482444,19.8757195185767
nvp_5w_8w,pregnancy_duration_preterm,bmi,1y,3735,2423,16.9388892742328,1.48147173610868,14.693387755102,15.9471741524556,16.8448331713638,17.862894269042,19.4714757296076
nvp_5w_8w,pregnancy_duration_preterm,bmi,16m,3735,1848,16.6456197306901,1.39779767532773,14.4923989856349,15.7068305822882,16.5858635536888,17.5248736559018,19.0023842899712
nvp_5w_8w,pregnancy_duration_preterm,bmi,2y,3735,1872,16.2386275479661,1.43444474952685,14.1193896335043,15.2749246814088,16.1692515801336,17.1414690193593,18.6296790635691
nvp_5w_8w,pregnancy_duration_preterm,bmi,3y,3735,1919,15.9017640065288,1.47173998035151,13.7225605108064,14.9607062128904,15.84427342689,16.6676461928729,18.3068154477415
nvp_5w_8w,pregnancy_duration_preterm,bmi,5y,3735,1533,15.3479128793062,1.54770919689229,13.1015809240982,14.3085598855315,15.2264030612245,16.215330131091,18.0092712157304
nvp_5w_8w,pregnancy_duration_preterm,bmi,7y,3735,1620,15.5718791071841,1.93160405254173,13.0542013020026,14.2680752712901,15.2777777777778,16.5691686777505,19.1376171854517
nvp_5w_8w,pregnancy_duration_preterm,bmi,8y,3735,1278,16.0953594111815,2.19616530398903,13.2001836547291,14.6625803737756,15.806248425296,17.1597633136095,20.2256944444444
nvp_9w_12w,pregnancy_duration_term,length,birth,48783,47152,50.5046490321458,1.98441671985676,47,49,50,52,54
nvp_9w_12w,pregnancy_duration_term,length,6w,48783,29309,56.9154586631002,2.24978672215294,53,55.5,57,58.5,60.5
nvp_9w_12w,pregnancy_duration_term,length,3m,48783,40513,62.0981975793347,2.35136152789543,58,60.5,62,63.7,66
nvp_9w_12w,pregnancy_duration_term,length,6m,48783,40985,67.8510905001589,2.47255077446898,64,66,68,69.5,72
nvp_9w_12w,pregnancy_duration_term,length,8m,48783,36075,71.3484279907614,2.6176789709741,67,69.5,71.2230240253822,73,75.7
nvp_9w_12w,pregnancy_duration_term,length,1y,48783,36029,76.4512101670259,2.69799828887624,72,74.5,76.5,78,81
nvp_9w_12w,pregnancy_duration_term,length,16m,48783,27671,80.6950499286253,2.9871476784558,76,78.7428808073167,80.599377510795,82.6020554221088,85.6273270310172
nvp_9w_12w,pregnancy_duration_term,length,2y,48783,27629,88.5887370039218,3.47693072163962,83,86.2708158401938,88.5499946294307,91,94.1705185900116
nvp_9w_12w,pregnancy_duration_term,length,3y,48783,28288,96.5804787977543,3.84926815263159,90,94,96.9249665682846,99,103
nvp_9w_12w,pregnancy_duration_term,length,5y,48783,23344,112.995118400266,4.97980686737718,105,110,113,116,121
nvp_9w_12w,pregnancy_duration_term,length,7y,48783,24143,125.938134685264,5.41536632596511,117,122,126,130,135
nvp_9w_12w,pregnancy_duration_term,length,8y,48783,18754,132.251448755533,5.65833133992147,123,128,132,136,142
nvp_9w_12w,pregnancy_duration_term,weight,birth,48783,48718,3.63466132174902,0.486939573407959,2.85,3.31,3.6245,3.95,4.45
nvp_9w_12w,pregnancy_duration_term,weight,6w,48783,37152,5.04572232600923,0.668952517134965,3965,4.6,5.03,5485,6.17
nvp_9w_12w,pregnancy_duration_term,weight,3m,48783,41208,6.39902487725429,0.796639490236205,5.17,5.85,6.36,6.9,7765
nvp_9w_12w,pregnancy_duration_term,weight,6m,48783,41171,7.92803152713338,0.938101282352617,6.5,7275,7.87,8515,9.57
nvp_9w_12w,pregnancy_duration_term,weight,8m,48783,36237,8.8290830408914,1.02471825405687,7.26,8.12,8.76664178167687,9.48,10.6
nvp_9w_12w,pregnancy_duration_term,weight,1y,48783,36145,9.92878924310794,1.11070238027204,8.22,9.16,9.87,10.64,11.86
nvp_9w_12w,pregnancy_duration_term,weight,16m,48783,27748,10.9098265195647,1.22182292888495,9.02,10.0587701717222,10.8475180003539,11.68,13.0115134705593
nvp_9w_12w,pregnancy_duration_term,weight,2y,48783,27605,12.9477403671206,1.51151107107118,10.6,11.9965025154248,12.9,13.9276322434018,15.5228233912424
nvp_9w_12w,pregnancy_duration_term,weight,3y,48783,28514,15.0610213401061,1.81102484094604,12.2,14,15,16,18.0287921475619
nvp_9w_12w,pregnancy_duration_term,weight,5y,48783,23062,19.9473349985803,2.74056794930498,16,18,19.9,21.5,25
nvp_9w_12w,pregnancy_duration_term,weight,7y,48783,23592,25.1537519241237,3.97359304224313,20,22.4,25,27.3,32.3
nvp_9w_12w,pregnancy_duration_term,weight,8y,48783,18151,28.4931207907477,4.79140559034199,22,25,28,31,37.3
nvp_9w_12w,pregnancy_duration_term,bmi,birth,48783,47117,14.2209868524669,1.29202176782784,12.1527777777778,13.3610995418576,14.2,15.0587397650409,16.3831360946746
nvp_9w_12w,pregnancy_duration_term,bmi,6w,48783,29207,15.6360828489564,1.41876467016973,13.3472057074911,14.67377063499,15.6068052930057,16.55468959957,18.0137002246728
nvp_9w_12w,pregnancy_duration_term,bmi,3m,48783,40487,16.5746376676805,1.48768961258099,14.2848285696571,15.5491200712854,16.4960101687734,17.5221714592851,19.1380506245891
nvp_9w_12w,pregnancy_duration_term,bmi,6m,48783,40964,17.1915318424602,1.50446371818551,14.9128334383533,16.1505903319225,17.0847750865052,18.1289437585734,19.8159602266634
nvp_9w_12w,pregnancy_duration_term,bmi,8m,48783,35855,17.3168487870381,1.47218481914464,15.0654607770523,16.3057313299321,17.2244897959184,18.2392215723824,19.8623138849896
nvp_9w_12w,pregnancy_duration_term,bmi,1y,48783,35797,16.9610578057004,1.37303637468387,14.8423005565863,16.0145429362881,16.8850663312913,17.827626918536,19.3358752358854
nvp_9w_12w,pregnancy_duration_term,bmi,16m,48783,27200,16.729193368307,1.3398828295346,14.6513975630837,15.8223254463638,16.6660236873577,17.5746871330295,19.0000328731098
nvp_9w_12w,pregnancy_duration_term,bmi,2y,48783,27059,16.4768748104583,1.39475391902717,14.3113774086314,15.5512899889918,16.4120691831839,17.3305263847913,18.8376197791531
nvp_9w_12w,pregnancy_duration_term,bmi,3y,48783,27594,16.1305810603713,1.47709725825342,13.8718513233954,15.1553001703551,16.0493827160494,17,18.6327681345678
nvp_9w_12w,pregnancy_duration_term,bmi,5y,48783,22557,15.5918905457375,1.54145562870529,13.3083668800427,14.5959416162335,15.4528352593389,16.4969278680246,18.2622068435217
nvp_9w_12w,pregnancy_duration_term,bmi,7y,48783,23105,15.8103093342276,1.82532807578841,13.3146400498883,14.6320292640585,15.5846021258259,16.7455621301775,19.156382809665
nvp_9w_12w,pregnancy_duration_term,bmi,8y,48783,17773,16.2321823530611,2.01357017385973,13.44,14.8680795847751,15.9763313609467,17.3010380622837,19.9365205316405
nvp_9w_12w,pregnancy_duration_preterm,length,birth,3560,2733,46.015733626052,2.85151852985224,41,44,46,48,50
nvp_9w_12w,pregnancy_duration_preterm,length,6w,3560,1712,52.3525185790568,3.07959559941624,47,50.5,52.5,54.5,57
nvp_9w_12w,pregnancy_duration_preterm,length,3m,3560,2510,58.0368259409679,3.07004076540086,52.5,56,58,60,63
nvp_9w_12w,pregnancy_duration_preterm,length,6m,3560,2648,65.0035877926681,3.12942894609764,59.5949797677692,63,65,67,70
nvp_9w_12w,pregnancy_duration_preterm,length,8m,3560,2336,69.0794844795732,3.2009007079807,63.9308872741339,67,69,71,74
nvp_9w_12w,pregnancy_duration_preterm,length,1y,3560,2337,74.7416983968963,3.06967991489792,69.6969649511996,73,75,77,79.5
nvp_9w_12w,pregnancy_duration_preterm,length,16m,3560,1781,79.2572721246063,3.23318102715719,73.8627032360154,77.0068695782981,79.317823260407,81.5,84.0026888955067
nvp_9w_12w,pregnancy_duration_preterm,length,2y,3560,1807,87.2760572071233,3.7610824223565,81,85,87.3412781954887,89.9942583732058,93
nvp_9w_12w,pregnancy_duration_preterm,length,3y,3560,1861,95.3350031895397,4.15989710791741,88.5,92.5,95.5,98,102
nvp_9w_12w,pregnancy_duration_preterm,length,5y,3560,1508,111.643037070678,5.32359900999056,103,108,111.460806726553,115,120
nvp_9w_12w,pregnancy_duration_preterm,length,7y,3560,1615,124.858599798062,5.71018261614232,116,121,125,128,135
nvp_9w_12w,pregnancy_duration_preterm,length,8y,3560,1257,131.219494409668,6.01087525602588,121,128,131,135,141
nvp_9w_12w,pregnancy_duration_preterm,weight,birth,3560,3356,2.4319615613826,0.636173303545105,1.27575,2.03,2.46,2.85,3.45
nvp_9w_12w,pregnancy_duration_preterm,weight,6w,3560,2379,3.78585380788193,0.857742624621978,2.3599,3.19,3.8,4.36,5.16
nvp_9w_12w,pregnancy_duration_preterm,weight,3m,3560,2680,5.32973859543386,1.01033451592515,3.50425,4.71,5.3675,6,6.94
nvp_9w_12w,pregnancy_duration_preterm,weight,6m,3560,2696,7.11865155185902,1.09579961367984,5.41,6.41,7.0825,7.81,8.94533103665991
nvp_9w_12w,pregnancy_duration_preterm,weight,8m,3560,2378,8.17097732663308,1.18225116238176,6.3,7.39,8.12,8.90272408811488,10.17
nvp_9w_12w,pregnancy_duration_preterm,weight,1y,3560,2369,9.45316805889752,1.22401296813047,7578,8.65,9.4,10.21,11.56
nvp_9w_12w,pregnancy_duration_preterm,weight,16m,3560,1827,10.440212157241,1.28491403208338,8.42257533675686,9.57022264326511,10.4,11.2690182040254,12.5990349603739
nvp_9w_12w,pregnancy_duration_preterm,weight,2y,3560,1834,12.371019626944,1.58583761728062,9.91211310786911,11.2648389543498,12.3289084907085,13.4,15
nvp_9w_12w,pregnancy_duration_preterm,weight,3y,3560,1883,14.4596148596772,1.87441860853021,11.5,13.2,14.5,15.5,17.79
nvp_9w_12w,pregnancy_duration_preterm,weight,5y,3560,1510,19.2198380664898,2.89744189168515,15,17.1287655300026,19,21,24.3690854877082
nvp_9w_12w,pregnancy_duration_preterm,weight,7y,3560,1579,24.3879136321075,4.13843800744752,19,21.5,24,26.5,32
nvp_9w_12w,pregnancy_duration_preterm,weight,8y,3560,1228,27.8086406042805,5.15579180909673,21,24.2,27.05,30325,37695
nvp_9w_12w,pregnancy_duration_preterm,bmi,birth,3560,2724,11.8721100138775,1.64755304048688,9.12158950617284,10.8161969432927,11.9005227659922,12.9340277777778,14.5351994339152
nvp_9w_12w,pregnancy_duration_preterm,bmi,6w,3560,1696,14.1686332974069,1.66496233414952,11.3835066162571,13.0432042623394,14.1554749534359,15.2954470321352,16.9840976331361
nvp_9w_12w,pregnancy_duration_preterm,bmi,3m,3560,2509,16.0134378376435,1.65367419793785,13.4459453614312,14.917695473251,15.9807956104252,17.1071531169204,18.7847573384445
nvp_9w_12w,pregnancy_duration_preterm,bmi,6m,3560,2646,16.8547565778689,1.57469833701536,14.4387269074735,15.7470395565634,16.7380639053254,17.8460170142403,19.6757017700276
nvp_9w_12w,pregnancy_duration_preterm,bmi,8m,3560,2324,17.0988135296163,1.57201074449307,14.69064916161,16.0080862101631,17.0204081632653,18.0890805359464,19.8296050198544
nvp_9w_12w,pregnancy_duration_preterm,bmi,1y,3560,2327,16.8941203211523,1.45861079814029,14.6608582274231,15.9048751486326,16.7948958528805,17.8404966464879,19.3140125181622
nvp_9w_12w,pregnancy_duration_preterm,bmi,16m,3560,1761,16.6114135687908,1.37779520339055,14.4795000762079,15.6891958140547,16.5567523346354,17.4696307389028,18.9528992306249
nvp_9w_12w,pregnancy_duration_preterm,bmi,2y,3560,1781,16.2209915833981,1.4211746490853,14.0964943566288,15.2693558993383,16.1655627117609,17.1102040816327,18.610226067361
nvp_9w_12w,pregnancy_duration_preterm,bmi,3y,3560,1819,15.8789827152652,1.46546693550306,13.6694768404957,14.8933691360031,15.8375514423205,16.6666666666667,18.2825484764543
nvp_9w_12w,pregnancy_duration_preterm,bmi,5y,3560,1469,15.3599548305196,1.53399203399043,13.1206461218488,14.3636885952313,15.2264030612245,16.2417908339807,17.9725696246073
nvp_9w_12w,pregnancy_duration_preterm,bmi,7y,3560,1545,15.5580585197903,1.87866108809124,13.0654306435892,14.27498121713,15.2777777777778,16.5245554894573,19.1483357753306
nvp_9w_12w,pregnancy_duration_preterm,bmi,8y,3560,1201,16.0804157925038,2.19367644438722,13.0318556471374,14.6625803737756,15.8100316200632,17.1597633136095,20.1197122881143
nvp_13w_16w,pregnancy_duration_term,length,birth,33666,32555,50.5028160692662,1.98592451737137,47,49,50,52,54
nvp_13w_16w,pregnancy_duration_term,length,6w,33666,20119,56.9014696354613,2.26073864969269,53,55.5,57,58.5,60.5
nvp_13w_16w,pregnancy_duration_term,length,3m,33666,27772,62.083290661797,2.37342436648943,58,60.5,62,63.5,66
nvp_13w_16w,pregnancy_duration_term,length,6m,33666,28076,67.8520056397179,2.49491420797229,64,66,68,69.5,72
nvp_13w_16w,pregnancy_duration_term,length,8m,33666,24480,71.331907015455,2.63435516168636,67,69.5,71.1327743620514,73,75.7589841823474
nvp_13w_16w,pregnancy_duration_term,length,1y,33666,24455,76.4495074435984,2.7115149647988,72,74.5,76.5,78,81
nvp_13w_16w,pregnancy_duration_term,length,16m,33666,18697,80.7141921370369,3.01191791812834,76,78.7451065680731,80.6443036823923,82.6455642324347,85.7366786406657
nvp_13w_16w,pregnancy_duration_term,length,2y,33666,18687,88.5857933846349,3.52273052338777,83,86.2282244004105,88.5730262618534,91,94.2
nvp_13w_16w,pregnancy_duration_term,length,3y,33666,19154,96.5868941384033,3.90722949590672,90,94,97,99,103
nvp_13w_16w,pregnancy_duration_term,length,5y,33666,15744,113.054614600985,5.03375395639775,105,110,113,116,121
nvp_13w_16w,pregnancy_duration_term,length,7y,33666,16246,125.992573291751,5.4543322828611,117,122,126,130,135
nvp_13w_16w,pregnancy_duration_term,length,8y,33666,12677,132.289001463591,5.70343578897639,123,128,132,136,142
nvp_13w_16w,pregnancy_duration_term,weight,birth,33666,33620,3.63372937840597,0.489355789972999,2.85,3302,3622,3.95,4.4562
nvp_13w_16w,pregnancy_duration_term,weight,6w,33666,25402,5.03722055888439,0.67200841100187,3.95,4.59,5024,5.48,6.17
nvp_13w_16w,pregnancy_duration_term,weight,3m,33666,28223,6.39562098430011,0.801235030052385,5.15,5.85,6.36,6.9,7.77
nvp_13w_16w,pregnancy_duration_term,weight,6m,33666,28208,7.92445803552221,0.945254148728553,6485,7265,7.87,8.51,9575
nvp_13w_16w,pregnancy_duration_term,weight,8m,33666,24630,8.81948499793239,1.03043903803224,7.24,8.11,8755,9.47,10.596645611033
nvp_13w_16w,pregnancy_duration_term,weight,1y,33666,24561,9.92103162763467,1.12044361261063,8.20812215107122,9145,9858,10635,11.87
nvp_13w_16w,pregnancy_duration_term,weight,16m,33666,18789,10.8981727427633,1.23627362191432,9.0008429721326,10.03,10.8215862266094,11.68,13.039781267182
nvp_13w_16w,pregnancy_duration_term,weight,2y,33666,18714,12.9232421960701,1.52556916364933,10.5173994104006,11.9653821049826,12.881485067835,13.9,15.5190003036637
nvp_13w_16w,pregnancy_duration_term,weight,3y,33666,19404,15.0399514879356,1.83437460419261,12.0673193448482,14,15,16,18.0637660287082
nvp_13w_16w,pregnancy_duration_term,weight,5y,33666,15624,19.9801343897076,2.7849320543384,16,18,19.9150995546248,21.5,25
nvp_13w_16w,pregnancy_duration_term,weight,7y,33666,15900,25.1925191493413,4.03151157302152,20,22.4,25,27.4,32.5
nvp_13w_16w,pregnancy_duration_term,weight,8y,33666,12281,28.5288976744935,4.81376513852534,22,25,28,31,37.5
nvp_13w_16w,pregnancy_duration_term,bmi,birth,33666,32531,14.2176717999299,1.29259914995876,12.1527777777778,13.36,14.1927083333333,15.051775147929,16.3831360946746
nvp_13w_16w,pregnancy_duration_term,bmi,6w,33666,20044,15.6249157119579,1.4214285936105,13.3223140495868,14.6683673469388,15.6064209274673,16.5435518621114,17.9861111111111
nvp_13w_16w,pregnancy_duration_term,bmi,3m,33666,27751,16.5708705766138,1.49330434898983,14.2777777777778,15.545386244109,16.4981162006742,17.5137989868154,19.1551308539945
nvp_13w_16w,pregnancy_duration_term,bmi,6m,33666,28060,17.1820765944684,1.51277444147254,14.8788481167231,16.1360092550677,17.086210737358,18.115234375,19.8179672756605
nvp_13w_16w,pregnancy_duration_term,bmi,8m,33666,24351,17.3064267310855,1.47716726169875,15.0352231316386,16.3001810386102,17.2164351851852,18.2223212296725,19.8707631717456
nvp_13w_16w,pregnancy_duration_term,bmi,1y,33666,24311,16.9483805758821,1.3807554323203,14.8178980228928,16,16.8722961063932,17.8150525332939,19.3373954871743
nvp_13w_16w,pregnancy_duration_term,bmi,16m,33666,18384,16.7041993079152,1.34804661633943,14.609203798393,15.8017612766526,16.6417375850481,17.5456718803037,18.9912311997213
nvp_13w_16w,pregnancy_duration_term,bmi,2y,33666,18300,16.4448772993492,1.40257458852716,14.259846084201,15.5249482808686,16.3797619792593,17.290999742739,18.8230524403888
nvp_13w_16w,pregnancy_duration_term,bmi,3y,33666,18721,16.1041561691361,1.49559543939188,13.8165586140929,15.1311641676489,16.0129717436655,16.9986419194206,18.6631944444444
nvp_13w_16w,pregnancy_duration_term,bmi,5y,33666,15260,15.599881587265,1.56177923794505,13.2985438936116,14.5887097337073,15.4577883472057,16.5122980351351,18.2896966280842
nvp_13w_16w,pregnancy_duration_term,bmi,7y,33666,15554,15.8238163416577,1.86655967690048,13.2275132275132,14.6077070526803,15.5936734239251,16.7965600644988,19.2
nvp_13w_16w,pregnancy_duration_term,bmi,8y,33666,11999,16.2462915776512,2.02018620046102,13.48876953125,14.8780003967467,15.9763313609467,17.3282923755514,19.9537912203319
nvp_13w_16w,pregnancy_duration_preterm,length,birth,2460,1912,46.081589958159,2.84845491975806,41,44,46,48,50
nvp_13w_16w,pregnancy_duration_preterm,length,6w,2460,1194,52.4418859358001,3.07912192911685,47,50.5,53,54.5,57
nvp_13w_16w,pregnancy_duration_preterm,length,3m,2460,1728,58.07614753446,3.07901139353115,52.5,56,58,60,63
nvp_13w_16w,pregnancy_duration_preterm,length,6m,2460,1807,65.0553079799908,3.17826761251608,59.5,63,65,67,70
nvp_13w_16w,pregnancy_duration_preterm,length,8m,2460,1601,69.1002569545218,3.17292223824658,64,67,69,71,74
nvp_13w_16w,pregnancy_duration_preterm,length,1y,2460,1603,74.7216663019213,3.07596273334959,70,73,74.9046807555587,77,79.9779880649336
nvp_13w_16w,pregnancy_duration_preterm,length,16m,2460,1207,79.2165523868314,3.28955940332645,73.8017429266041,77,79,81.5,84.3116185264011
nvp_13w_16w,pregnancy_duration_preterm,length,2y,2460,1228,87.2390566698943,3.78812235781966,81,85,87.0099774797465,90,93
nvp_13w_16w,pregnancy_duration_preterm,length,3y,2460,1274,95.3288299579105,4.07796589697286,89,92.3039201276724,95.054029754225,98,102
